name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Finestret, Occitanie, France",2024-05-01,62.4,40.0,53.5,62.4,38.0,52.8,50.0,88.0,0.696,100.0,75.0,rain,0.0,0.0,32.2,19.4,309.4,1006.1,94.3,4.2,745.8,64.4,10,10,2024-05-01T06:44:11,2024-05-01T20:50:38,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"C8668,LFMK,LFMP"
"Schnersheim, Grand Est, France",2024-05-01,82.2,51.4,66.0,81.1,51.4,66.0,52.9,65.7,0.004,83.9,4.17,rain,0.0,0.0,23.5,14.2,28.0,1003.7,48.4,8.4,249.0,21.6,8,60,2024-05-01T06:09:17,2024-05-01T20:45:20,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,"AS939,EDTL,LFST,EDSB"
"Feldkirch, Vorarlberg, Österreich",2024-05-01,78.7,51.7,62.2,78.7,51.7,62.2,41.8,49.4,0.0,25.8,0.0,,0.0,0.1,20.6,10.3,96.2,1005.0,56.8,8.8,292.2,25.1,8,10,2024-05-01T06:04:57,2024-05-01T20:33:21,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C5455,LSZR"
"Châtillon, Île-de-France, France",2024-05-01,66.3,53.2,59.7,66.3,53.2,59.7,54.2,82.9,0.162,100.0,33.33,rain,0.0,0.0,24.4,10.3,331.1,1005.7,91.0,7.0,65.5,5.5,2,10,2024-05-01T06:29:58,2024-05-01T21:06:51,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"LFPV,C1292,LFPO,LFPN"
"Montigny-lès-Vesoul, Bourgogne-Franche-Comté, France",2024-05-01,75.1,46.3,60.9,75.1,43.4,60.7,54.1,80.8,0.031,96.8,4.17,rain,0.0,0.0,24.6,11.4,247.6,1004.1,80.5,7.9,273.2,23.4,8,60,2024-05-01T06:17:59,2024-05-01T20:48:31,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,LFSX
"Collonge-en-Charollais, Bourgogne-Franche-Comté, France",2024-05-01,63.6,51.7,56.3,63.6,51.7,56.3,53.8,91.7,0.028,100.0,8.33,rain,0.0,0.0,23.9,13.9,269.2,1005.4,96.9,4.3,159.4,14.0,5,30,2024-05-01T06:26:41,2024-05-01T20:52:03,0.75,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,"F4540,LFLN"
"Coulaines, Pays de la Loire, France",2024-05-01,55.3,48.2,51.9,55.3,47.2,51.8,49.5,91.6,0.682,100.0,50.0,rain,0.0,0.0,18.3,8.9,311.2,1006.8,91.5,5.2,50.8,4.2,2,10,2024-05-01T06:40:25,2024-05-01T21:13:04,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"LFJR,LFRM,LFOT"
"Valmorel, Les Avanchers-Valmorel, Auvergne-Rhône-Alpes, France",2024-05-01,67.9,40.0,52.1,67.9,40.0,51.8,46.1,81.6,0.048,100.0,29.17,rain,0.0,0.7,15.9,8.1,46.9,1005.1,94.4,8.6,183.1,15.7,6,10,2024-05-01T06:21:59,2024-05-01T20:41:29,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LFLB,F2047"
"Brizon, Auvergne-Rhône-Alpes, France",2024-05-01,67.6,46.7,55.3,67.6,46.7,55.3,48.5,79.6,0.366,100.0,41.67,rain,0.0,0.0,46.1,9.0,40.5,1005.0,67.4,8.3,102.2,8.6,4,10,2024-05-01T06:20:33,2024-05-01T20:42:56,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LSGS,E5414,LFLB,LSGG"
"Paris, Île-de-France, France",2024-05-01,67.2,53.5,60.4,67.2,53.5,60.4,54.1,80.9,0.229,100.0,37.5,rain,0.0,0.0,25.3,9.8,344.0,1005.7,89.3,7.1,65.5,5.5,2,10,2024-05-01T06:29:36,2024-05-01T21:06:49,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LFPV,C1292,LFPO,LFPB"
"Varneville-Bretteville, Normandie, France",2024-05-01,59.6,50.6,54.8,59.6,50.6,54.8,52.8,93.4,0.171,100.0,41.67,rain,0.0,0.0,21.9,11.2,346.0,1006.6,96.4,4.9,200.6,17.2,7,10,2024-05-01T06:32:33,2024-05-01T21:14:18,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"LFOH,LFOE,LFOP,D1743,LFRG"
"Quiers, Île-de-France, France",2024-05-01,68.1,52.2,60.1,68.1,52.2,60.1,54.9,84.0,0.259,100.0,29.17,rain,0.0,0.0,18.1,9.9,5.3,1005.4,90.7,6.9,173.2,14.8,7,10,2024-05-01T06:27:47,2024-05-01T21:03:35,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"LFPM,LFPO,D1227,LFPB"
"Bardelle, San Benedetto Po, Lombardia, Italia",2024-05-01,68.0,58.6,63.3,68.0,58.6,63.3,53.2,70.4,0.478,100.0,45.83,rain,0.0,0.0,20.1,12.9,57.6,1008.6,70.8,6.5,130.7,11.2,5,10,2024-05-01T06:05:00,2024-05-01T20:22:31,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LIPE,LIMP,LIPX,D5164,LIPL,LIPO"
"Mazières-en-Gâtine, Nouvelle-Aquitaine, France",2024-05-01,54.0,47.2,50.3,54.0,44.1,49.2,47.3,89.1,0.293,100.0,54.17,rain,0.0,0.0,18.1,10.4,306.6,1007.7,95.8,7.1,49.0,4.1,2,10,2024-05-01T06:46:23,2024-05-01T21:11:15,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"LFBI,LFBH,C5839"
"Bertangles, Hauts-de-France, France",2024-05-01,71.0,53.2,61.2,71.0,53.2,61.2,54.7,80.5,0.256,100.0,20.83,rain,0.0,0.0,21.9,12.7,52.1,1006.2,82.6,6.4,227.0,19.6,7,30,2024-05-01T06:26:37,2024-05-01T21:10:13,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,"LFAQ,D1743,LFOB,LFAT"
"Réalmont, Occitanie, France",2024-05-01,55.4,46.3,51.6,55.4,41.8,50.3,49.5,92.5,0.913,100.0,79.17,rain,0.0,0.0,32.2,16.0,268.2,1007.3,98.2,4.6,10.9,0.8,0,10,2024-05-01T06:42:55,2024-05-01T20:54:32,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LFBO,LFCR,LFMK"
"Villemade, Occitanie, France",2024-05-01,57.1,47.1,51.9,57.1,41.0,50.1,48.9,89.5,0.261,100.0,62.5,rain,0.0,0.0,25.1,15.4,280.7,1007.7,99.7,6.1,17.8,1.5,1,10,2024-05-01T06:45:50,2024-05-01T20:58:50,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"LFBO,LFBA"
"Carcès, Provence-Alpes-Côte d'Azur, France",2024-05-01,68.2,54.2,59.4,68.2,54.2,59.4,54.4,84.5,0.528,100.0,70.83,rain,0.0,0.0,42.1,19.6,98.9,1005.2,96.9,5.4,27.3,2.4,1,10,2024-05-01T06:27:38,2024-05-01T20:37:52,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LFMD,E8668,LFMC,LFML,LFTH"
"Venasque, Provence-Alpes-Côte d'Azur, France",2024-05-01,62.8,54.1,57.7,62.8,54.1,57.7,54.0,87.7,0.359,100.0,66.67,rain,0.0,0.0,40.3,13.4,39.6,1004.8,92.5,5.3,103.1,9.0,6,10,2024-05-01T06:30:36,2024-05-01T20:43:12,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LFMV,LFMY,LFMI,E6174,LFML,LFTW,LFMO"
"La Chaize-le-Vicomte, Pays de la Loire, France",2024-05-01,55.3,49.1,52.0,55.3,46.4,51.7,47.4,84.3,0.334,100.0,87.5,rain,0.0,0.0,13.4,10.3,296.2,1008.2,98.5,7.8,107.9,9.3,5,10,2024-05-01T06:49:54,2024-05-01T21:15:29,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"LFBH,LFRS"
"Saint-Julien-l'Ars, Nouvelle-Aquitaine, France",2024-05-01,53.5,47.4,49.9,53.5,43.1,47.5,47.5,91.5,0.602,100.0,58.33,rain,0.0,0.0,19.2,11.4,308.3,1007.3,95.3,7.0,47.1,4.0,2,10,2024-05-01T06:43:00,2024-05-01T21:07:59,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"LFBI,C5839"
"Couzeix, Nouvelle-Aquitaine, France",2024-05-01,55.3,46.7,50.7,55.3,42.1,49.1,49.2,94.9,0.949,100.0,70.83,rain,0.0,0.0,21.5,11.4,315.5,1006.7,98.0,3.3,51.3,4.4,2,10,2024-05-01T06:41:47,2024-05-01T21:03:20,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"LFBL,F1092"
"Uxegney, Grand Est, France",2024-05-01,76.9,50.5,63.1,76.9,50.5,63.1,52.9,72.2,0.004,77.4,4.17,rain,0.0,0.0,26.4,11.6,346.2,1004.4,70.1,7.6,269.7,23.3,8,60,2024-05-01T06:15:19,2024-05-01T20:48:50,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,"LFSO,LFSN,LFSX,E5181"
"Monéteau, Bourgogne-Franche-Comté, France",2024-05-01,69.7,53.5,60.0,69.7,53.5,60.0,55.7,86.8,0.194,100.0,25.0,rain,0.0,0.0,21.0,12.8,321.9,1005.4,93.7,7.1,100.9,8.8,4,10,2024-05-01T06:27:24,2024-05-01T20:59:05,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"D5596,LFQB"
"Chèvremont, Bourgogne-Franche-Comté, France",2024-05-01,75.3,46.3,61.2,75.3,45.1,61.1,51.5,74.2,0.0,71.0,0.0,rain,0.0,0.0,22.1,10.1,346.4,1004.3,76.8,8.0,274.7,23.8,8,60,2024-05-01T06:14:37,2024-05-01T20:45:06,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,"LSGC,LSZG,LFSB,LFSX,E5506"
"Lardy, Île-de-France, France",2024-05-01,67.3,52.9,59.3,67.3,52.9,59.3,54.4,84.6,0.213,100.0,37.5,rain,0.0,0.0,20.1,9.6,325.4,1005.8,90.7,6.7,135.4,11.8,4,10,2024-05-01T06:30:50,2024-05-01T21:06:10,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"LFPG,LFPV,LFPM,LFPO,LFPN,D3623,LFPB"
"Boulogne, Essarts en Bocage, Pays de la Loire, France",2024-05-01,55.3,48.7,51.8,55.3,46.0,51.4,47.4,85.3,0.369,100.0,87.5,rain,0.0,0.0,13.4,7.9,293.5,1008.2,98.3,7.8,105.3,8.9,5,10,2024-05-01T06:49:43,2024-05-01T21:15:55,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"E0490,LFBH,LFRS"
"Bondy, Île-de-France, France",2024-05-01,69.1,53.8,61.3,69.1,53.8,61.3,54.1,78.6,0.363,100.0,29.17,rain,0.0,0.0,25.1,9.8,9.8,1005.6,87.3,7.4,70.0,6.0,2,10,2024-05-01T06:28:55,2024-05-01T21:06:23,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LFPG,LFPV,LFPM,C1292,LFPO,LFPN,LFPB"
"Créteil, Île-de-France, France",2024-05-01,67.7,53.4,60.7,67.7,53.4,60.7,54.1,79.9,0.205,100.0,33.33,rain,0.0,0.0,21.9,9.0,348.6,1005.6,92.2,7.0,66.7,5.6,2,10,2024-05-01T06:29:22,2024-05-01T21:06:08,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"LFPV,LFPM,C1292,LFPO,LFPB"
"Auvers-sur-Oise, Île-de-France, France",2024-05-01,68.1,52.6,60.1,68.1,52.6,60.1,54.1,81.9,0.237,100.0,33.33,rain,0.0,0.0,23.5,11.0,2.0,1005.7,83.9,6.4,131.5,11.3,4,10,2024-05-01T06:29:41,2024-05-01T21:08:06,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LFPG,LFPV,E3042,LFPT,LFPB"
